,Date,Country,Status,AQI Value
5755,2022-08-24,Serbia,Moderate,88
5756,2022-08-24,Singapore,Good,44
5757,2022-08-24,Slovakia,Moderate,77
5758,2022-08-24,Slovenia,Good,34
5759,2022-08-24,South Africa,Moderate,83
5760,2022-08-24,South Korea,Moderate,60
5761,2022-08-24,Spain,Moderate,83
5762,2022-08-24,Sri Lanka,Good,38
5764,2022-08-24,Sweden,Good,17
5765,2022-08-24,Switzerland,Good,50
5766,2022-08-24,Taiwan,Moderate,60
5767,2022-08-24,Tajikistan,Moderate,89
5768,2022-08-24,Thailand,Unhealthy for Sensitive Groups,128
5770,2022-08-24,Trinidad and Tobago,Good,28
5771,2022-08-24,Turkey,Unhealthy for Sensitive Groups,108
5773,2022-08-24,Uganda,Unhealthy for Sensitive Groups,146
5774,2022-08-24,Ukraine,Good,48
5775,2022-08-24,United Arab Emirates,Unhealthy for Sensitive Groups,108
5776,2022-08-24,United Kingdom of Great Britain and Northern Ireland,Good,42
5777,2022-08-24,United States of America,Moderate,81
5779,2022-08-24,Vatican,Good,30
5781,2022-08-24,Vietnam,Unhealthy for Sensitive Groups,124
5785,2022-08-25,Andorra,Good,31
5787,2022-08-25,Argentina,Good,46
5788,2022-08-25,Armenia,Moderate,56
5789,2022-08-25,Australia,Moderate,72
5790,2022-08-25,Austria,Good,45
5791,2022-08-25,Azerbaijan,Good,20
5793,2022-08-25,Bangladesh,Unhealthy for Sensitive Groups,141
5794,2022-08-25,Belarus,Moderate,53
5795,2022-08-25,Belgium,Moderate,77
5799,2022-08-25,Bosnia and Herzegovina,Good,48
5800,2022-08-25,Brazil,Unhealthy for Sensitive Groups,106
5801,2022-08-25,Brunei,Good,10
5802,2022-08-25,Bulgaria,Moderate,51
5805,2022-08-25,Canada,Moderate,78
5806,2022-08-25,Cape Verde,Good,44
5810,2022-08-25,Chile,Unhealthy for Sensitive Groups,129
5811,2022-08-25,China,Unhealthy,151
5812,2022-08-25,Colombia,Moderate,81
5814,2022-08-25,Croatia,Good,38
5815,2022-08-25,Cyprus,Good,35
5816,2022-08-25,Czech Republic,Moderate,98
5817,2022-08-25,Denmark,Good,19
5818,2022-08-25,Dominican Republic,Good,13
5819,2022-08-25,Ecuador,Moderate,63
5822,2022-08-25,Estonia,Good,19
5823,2022-08-25,Ethiopia,Unhealthy,168
5824,2022-08-25,Finland,Good,30
5825,2022-08-25,France,Moderate,70
5826,2022-08-25,French Guiana,Good,14
5829,2022-08-25,Georgia,Moderate,63
5830,2022-08-25,Germany,Moderate,98
5831,2022-08-25,Ghana,Moderate,69
5833,2022-08-25,Greece,Good,48
5835,2022-08-25,Guadeloupe,Good,9
5837,2022-08-25,Guatemala,Good,40
5839,2022-08-25,Hong Kong,Good,31
5841,2022-08-25,Iceland,Good,10
5842,2022-08-25,India,Unhealthy,172
5843,2022-08-25,Indonesia,Moderate,93
5846,2022-08-25,Ireland,Good,25
5847,2022-08-25,Israel,Moderate,67
5848,2022-08-25,Italy,Moderate,69
5850,2022-08-25,Japan,Moderate,71
5852,2022-08-25,Jordan,Good,32
5853,2022-08-25,Kazakhstan,Unhealthy for Sensitive Groups,107
5854,2022-08-25,Kenya,Moderate,61
5856,2022-08-25,Kuwait,Moderate,69
5857,2022-08-25,Kyrgyzstan,Moderate,88
5858,2022-08-25,Laos,Moderate,53
5859,2022-08-25,Latvia,Good,30
5862,2022-08-25,Liechtenstein,Moderate,51
5863,2022-08-25,Lithuania,Moderate,77
5865,2022-08-25,Macao,Good,34
5866,2022-08-25,Macedonia,Moderate,73
5867,2022-08-25,Madagascar,Good,39
5868,2022-08-25,Malaysia,Moderate,63
5869,2022-08-25,Malta,Good,33
5870,2022-08-25,Martinique,Good,21
5871,2022-08-25,Mexico,Moderate,88
5872,2022-08-25,Moldova,Good,15
5873,2022-08-25,Monaco,Good,23
5874,2022-08-25,Mongolia,Moderate,53
5875,2022-08-25,Montenegro,Moderate,52
5876,2022-08-25,Myanmar,Good,47
5877,2022-08-25,Nepal,Moderate,54
5878,2022-08-25,Netherlands,Moderate,93
5880,2022-08-25,New Zealand,Good,21
5881,2022-08-25,Nigeria,Unhealthy for Sensitive Groups,105
5882,2022-08-25,Norway,Good,35
5883,2022-08-25,Pakistan,Moderate,91
5884,2022-08-25,Palestinian Territory,Good,42
5885,2022-08-25,Peru,Moderate,86
5886,2022-08-25,Philippines,Moderate,83
5887,2022-08-25,Poland,Moderate,76
5888,2022-08-25,Portugal,Good,29
5891,2022-08-25,Reunion,Good,34
5892,2022-08-25,Romania,Moderate,69
5893,2022-08-25,Russia,Unhealthy for Sensitive Groups,138
5894,2022-08-25,San Marino,Good,39
5896,2022-08-25,Serbia,Moderate,79
5897,2022-08-25,Singapore,Moderate,59
5898,2022-08-25,Slovakia,Moderate,80
5899,2022-08-25,Slovenia,Good,47
5900,2022-08-25,South Africa,Moderate,83
5901,2022-08-25,South Korea,Moderate,83
5902,2022-08-25,Spain,Moderate,65
5903,2022-08-25,Sri Lanka,Moderate,53
5905,2022-08-25,Sweden,Good,20
5906,2022-08-25,Switzerland,Moderate,63
5907,2022-08-25,Taiwan,Moderate,56
5908,2022-08-25,Tajikistan,Moderate,67
5909,2022-08-25,Thailand,Moderate,86
5911,2022-08-25,Trinidad and Tobago,Good,37
5912,2022-08-25,Turkey,Unhealthy for Sensitive Groups,125
5914,2022-08-25,Uganda,Unhealthy for Sensitive Groups,138
5915,2022-08-25,Ukraine,Moderate,56
5916,2022-08-25,United Arab Emirates,Unhealthy for Sensitive Groups,119
5917,2022-08-25,United Kingdom of Great Britain and Northern Ireland,Good,50
5918,2022-08-25,United States of America,Moderate,88
5920,2022-08-25,Vatican,Good,34
5922,2022-08-25,Vietnam,Good,46
5926,2022-08-26,Andorra,Moderate,71
5928,2022-08-26,Argentina,Moderate,53
5929,2022-08-26,Armenia,Moderate,52
5930,2022-08-26,Australia,Moderate,51
5931,2022-08-26,Austria,Good,48
5932,2022-08-26,Azerbaijan,Good,47
5934,2022-08-26,Bangladesh,Unhealthy for Sensitive Groups,141
5935,2022-08-26,Belarus,Moderate,57
5936,2022-08-26,Belgium,Good,28
5940,2022-08-26,Bosnia and Herzegovina,Good,48
5941,2022-08-26,Brazil,Moderate,74
5942,2022-08-26,Brunei,Good,10
5943,2022-08-26,Bulgaria,Good,44
5946,2022-08-26,Canada,Moderate,75
5947,2022-08-26,Cape Verde,Good,29
5951,2022-08-26,Chile,Unhealthy for Sensitive Groups,126
5952,2022-08-26,China,Unhealthy,162
5953,2022-08-26,Colombia,Moderate,80
5955,2022-08-26,Croatia,Good,38
5956,2022-08-26,Cyprus,Good,26
5957,2022-08-26,Czech Republic,Moderate,85
5958,2022-08-26,Denmark,Good,30
5959,2022-08-26,Dominican Republic,Good,11
5960,2022-08-26,Ecuador,Moderate,63
5963,2022-08-26,Estonia,Good,23
5964,2022-08-26,Ethiopia,Unhealthy,165
5965,2022-08-26,Finland,Good,21
5966,2022-08-26,France,Moderate,59
5967,2022-08-26,French Guiana,Good,14
5970,2022-08-26,Georgia,Moderate,58
5971,2022-08-26,Germany,Moderate,75
5972,2022-08-26,Ghana,Moderate,92
5974,2022-08-26,Greece,Moderate,51
5976,2022-08-26,Guadeloupe,Good,25
5978,2022-08-26,Guatemala,Moderate,73
5980,2022-08-26,Hong Kong,Good,32
5982,2022-08-26,Iceland,Good,12
5983,2022-08-26,India,Very Unhealthy,214
5984,2022-08-26,Indonesia,Moderate,93
5987,2022-08-26,Ireland,Good,16
5988,2022-08-26,Israel,Moderate,52
5989,2022-08-26,Italy,Moderate,61
5991,2022-08-26,Japan,Moderate,78
5993,2022-08-26,Jordan,Good,34
5994,2022-08-26,Kazakhstan,Unhealthy for Sensitive Groups,110
5995,2022-08-26,Kenya,Moderate,99
5997,2022-08-26,Kuwait,Unhealthy for Sensitive Groups,125
5998,2022-08-26,Kyrgyzstan,Moderate,67
5999,2022-08-26,Laos,Good,24
6000,2022-08-26,Latvia,Good,25
6003,2022-08-26,Liechtenstein,Good,16
6004,2022-08-26,Lithuania,Good,26
6006,2022-08-26,Macao,Good,38
6007,2022-08-26,Macedonia,Moderate,53
6008,2022-08-26,Madagascar,Good,43
6009,2022-08-26,Malaysia,Moderate,55
6010,2022-08-26,Malta,Good,37
6011,2022-08-26,Martinique,Good,22
6012,2022-08-26,Mexico,Moderate,91
6013,2022-08-26,Moldova,Good,23
6014,2022-08-26,Monaco,Good,28
6015,2022-08-26,Mongolia,Good,36
6016,2022-08-26,Montenegro,Good,44
6017,2022-08-26,Myanmar,Good,35
6018,2022-08-26,Nepal,Moderate,75
6019,2022-08-26,Netherlands,Good,28
6021,2022-08-26,New Zealand,Good,28
6022,2022-08-26,Nigeria,Unhealthy for Sensitive Groups,105
6023,2022-08-26,Norway,Good,32
6024,2022-08-26,Pakistan,Moderate,91
6025,2022-08-26,Palestinian Territory,Good,34
6026,2022-08-26,Peru,Unhealthy for Sensitive Groups,105
6027,2022-08-26,Philippines,Moderate,83
6028,2022-08-26,Poland,Moderate,55
6029,2022-08-26,Portugal,Good,27
6032,2022-08-26,Reunion,Good,21
6033,2022-08-26,Romania,Moderate,68
6034,2022-08-26,Russia,Unhealthy,161
6035,2022-08-26,San Marino,Good,46
6037,2022-08-26,Serbia,Moderate,81
6038,2022-08-26,Singapore,Moderate,58
6039,2022-08-26,Slovakia,Moderate,69
6040,2022-08-26,Slovenia,Moderate,55
6041,2022-08-26,South Africa,Moderate,83
6042,2022-08-26,South Korea,Unhealthy for Sensitive Groups,112
6043,2022-08-26,Spain,Moderate,57
6044,2022-08-26,Sri Lanka,Good,23
6046,2022-08-26,Sweden,Good,30
6047,2022-08-26,Switzerland,Good,45
6048,2022-08-26,Taiwan,Moderate,56
6049,2022-08-26,Tajikistan,Moderate,56
6050,2022-08-26,Thailand,Moderate,72
6052,2022-08-26,Trinidad and Tobago,Good,20
6053,2022-08-26,Turkey,Moderate,91
6055,2022-08-26,Uganda,Unhealthy for Sensitive Groups,117
6056,2022-08-26,Ukraine,Moderate,51
6057,2022-08-26,United Arab Emirates,Unhealthy for Sensitive Groups,107
6058,2022-08-26,United Kingdom of Great Britain and Northern Ireland,Moderate,54
6059,2022-08-26,United States of America,Moderate,92
6061,2022-08-26,Vatican,Good,42
6063,2022-08-26,Vietnam,Good,49
6067,2022-08-27,Andorra,Moderate,53
6069,2022-08-27,Argentina,Good,29
6070,2022-08-27,Armenia,Moderate,55
6071,2022-08-27,Australia,Moderate,64
6072,2022-08-27,Austria,Good,38
6073,2022-08-27,Azerbaijan,Good,31
6075,2022-08-27,Bangladesh,Unhealthy for Sensitive Groups,141
6076,2022-08-27,Belarus,Moderate,65
6077,2022-08-27,Belgium,Good,24
6081,2022-08-27,Bosnia and Herzegovina,Good,47
6082,2022-08-27,Brazil,Moderate,65
6083,2022-08-27,Brunei,Good,12
6084,2022-08-27,Bulgaria,Good,48
6087,2022-08-27,Canada,Good,42
6088,2022-08-27,Cape Verde,Good,25
6092,2022-08-27,Chile,Moderate,98
6093,2022-08-27,China,Unhealthy for Sensitive Groups,124
6094,2022-08-27,Colombia,Moderate,80
6096,2022-08-27,Croatia,Good,38
6097,2022-08-27,Cyprus,Good,36
6098,2022-08-27,Czech Republic,Moderate,61
6099,2022-08-27,Denmark,Good,21
6100,2022-08-27,Dominican Republic,Good,20
6101,2022-08-27,Ecuador,Moderate,85
6104,2022-08-27,Estonia,Good,39
6105,2022-08-27,Ethiopia,Unhealthy for Sensitive Groups,142
6106,2022-08-27,Finland,Good,45
6107,2022-08-27,France,Moderate,56
6108,2022-08-27,French Guiana,Good,12
6111,2022-08-27,Georgia,Moderate,63
6112,2022-08-27,Germany,Moderate,65
6113,2022-08-27,Ghana,Good,49
6115,2022-08-27,Greece,Moderate,51
6117,2022-08-27,Guadeloupe,Good,29
6119,2022-08-27,Guatemala,Good,49
6121,2022-08-27,Hong Kong,Moderate,52
6123,2022-08-27,Iceland,Good,15
6124,2022-08-27,India,Unhealthy,172
6125,2022-08-27,Indonesia,Moderate,93
6128,2022-08-27,Ireland,Good,24
6129,2022-08-27,Israel,Good,45
6130,2022-08-27,Italy,Moderate,68
6132,2022-08-27,Japan,Moderate,82
6134,2022-08-27,Jordan,Good,39
6135,2022-08-27,Kazakhstan,Unhealthy for Sensitive Groups,110
6136,2022-08-27,Kenya,Unhealthy for Sensitive Groups,128
6138,2022-08-27,Kuwait,Unhealthy for Sensitive Groups,126
6139,2022-08-27,Kyrgyzstan,Moderate,71
6140,2022-08-27,Laos,Moderate,58
6141,2022-08-27,Latvia,Good,42
6144,2022-08-27,Liechtenstein,Good,40
6145,2022-08-27,Lithuania,Good,36
6147,2022-08-27,Macao,Good,31
6148,2022-08-27,Macedonia,Moderate,54
6149,2022-08-27,Madagascar,Good,38
6150,2022-08-27,Malaysia,Moderate,62
6151,2022-08-27,Malta,Good,31
6152,2022-08-27,Martinique,Good,29
6153,2022-08-27,Mexico,Unhealthy for Sensitive Groups,116
6154,2022-08-27,Moldova,Good,33
6155,2022-08-27,Monaco,Good,28
6156,2022-08-27,Mongolia,Good,27
6157,2022-08-27,Montenegro,Good,40
6158,2022-08-27,Myanmar,Good,42
6159,2022-08-27,Nepal,Moderate,77
6160,2022-08-27,Netherlands,Good,36
6162,2022-08-27,New Zealand,Good,19
6163,2022-08-27,Nigeria,Unhealthy for Sensitive Groups,105
6164,2022-08-27,Norway,Good,30
6165,2022-08-27,Pakistan,Moderate,91
6166,2022-08-27,Palestinian Territory,Good,31
6167,2022-08-27,Peru,Moderate,91
6168,2022-08-27,Philippines,Moderate,83
6169,2022-08-27,Poland,Moderate,58
6170,2022-08-27,Portugal,Good,33
6173,2022-08-27,Reunion,Good,30
6174,2022-08-27,Romania,Moderate,90
6175,2022-08-27,Russia,Unhealthy,160
6176,2022-08-27,San Marino,Good,46
6178,2022-08-27,Serbia,Moderate,71
6179,2022-08-27,Singapore,Good,36
6180,2022-08-27,Slovakia,Moderate,64
6181,2022-08-27,Slovenia,Moderate,53
6182,2022-08-27,South Africa,Moderate,83
6183,2022-08-27,South Korea,Moderate,69
6184,2022-08-27,Spain,Moderate,58
6185,2022-08-27,Sri Lanka,Moderate,53
6187,2022-08-27,Sweden,Good,41
6188,2022-08-27,Switzerland,Good,43
6189,2022-08-27,Taiwan,Moderate,59
6190,2022-08-27,Tajikistan,Moderate,92
6191,2022-08-27,Thailand,Unhealthy for Sensitive Groups,109
6193,2022-08-27,Trinidad and Tobago,Good,33
6194,2022-08-27,Turkey,Moderate,96
6196,2022-08-27,Uganda,Unhealthy for Sensitive Groups,149
6197,2022-08-27,Ukraine,Moderate,59
6198,2022-08-27,United Arab Emirates,Unhealthy for Sensitive Groups,110
6199,2022-08-27,United Kingdom of Great Britain and Northern Ireland,Moderate,52
6200,2022-08-27,United States of America,Moderate,69
6202,2022-08-27,Vatican,Good,46
6204,2022-08-27,Vietnam,Moderate,66
6208,2022-08-28,Andorra,Good,46
6210,2022-08-28,Argentina,Good,24
6211,2022-08-28,Armenia,Moderate,58
6212,2022-08-28,Australia,Moderate,57
6213,2022-08-28,Austria,Good,25
6214,2022-08-28,Azerbaijan,Good,32
6216,2022-08-28,Bangladesh,Unhealthy for Sensitive Groups,141
6217,2022-08-28,Belarus,Moderate,70
6218,2022-08-28,Belgium,Good,21
6222,2022-08-28,Bosnia and Herzegovina,Good,48
6223,2022-08-28,Brazil,Moderate,87
6224,2022-08-28,Brunei,Good,10
6225,2022-08-28,Bulgaria,Good,42
6228,2022-08-28,Canada,Moderate,61
6229,2022-08-28,Cape Verde,Good,39
6233,2022-08-28,Chile,Moderate,91
6234,2022-08-28,China,Unhealthy for Sensitive Groups,141
6235,2022-08-28,Colombia,Moderate,69
6237,2022-08-28,Croatia,Good,23
6238,2022-08-28,Cyprus,Good,48
6239,2022-08-28,Czech Republic,Moderate,65
6240,2022-08-28,Denmark,Good,23
6241,2022-08-28,Dominican Republic,Good,25
6242,2022-08-28,Ecuador,Moderate,86
6245,2022-08-28,Estonia,Good,43
6246,2022-08-28,Ethiopia,Unhealthy for Sensitive Groups,124
6247,2022-08-28,Finland,Good,42
6248,2022-08-28,France,Moderate,55
6249,2022-08-28,French Guiana,Good,19
6252,2022-08-28,Georgia,Moderate,68
6253,2022-08-28,Germany,Moderate,55
6254,2022-08-28,Ghana,Moderate,82
6256,2022-08-28,Greece,Moderate,54
6258,2022-08-28,Guadeloupe,Good,20
6260,2022-08-28,Guatemala,Good,49
6262,2022-08-28,Hong Kong,Moderate,80
6264,2022-08-28,Iceland,Good,18
6265,2022-08-28,India,Unhealthy,183
6266,2022-08-28,Indonesia,Moderate,93
6269,2022-08-28,Ireland,Good,26
6270,2022-08-28,Israel,Moderate,69
6271,2022-08-28,Italy,Moderate,74
6273,2022-08-28,Japan,Moderate,67
6275,2022-08-28,Jordan,Good,38
6276,2022-08-28,Kazakhstan,Moderate,100
6277,2022-08-28,Kenya,Moderate,60
6279,2022-08-28,Kuwait,Unhealthy for Sensitive Groups,146
6280,2022-08-28,Kyrgyzstan,Moderate,76
6281,2022-08-28,Laos,Moderate,56
6282,2022-08-28,Latvia,Good,41
6285,2022-08-28,Liechtenstein,Good,8
6286,2022-08-28,Lithuania,Good,35
6288,2022-08-28,Macao,Moderate,78
6289,2022-08-28,Macedonia,Moderate,54
6290,2022-08-28,Madagascar,Moderate,93
6291,2022-08-28,Malaysia,Moderate,56
6292,2022-08-28,Malta,Good,37
6293,2022-08-28,Martinique,Good,19
6294,2022-08-28,Mexico,Moderate,85
6295,2022-08-28,Moldova,Good,22
6296,2022-08-28,Monaco,Good,26
6297,2022-08-28,Mongolia,Good,49
6298,2022-08-28,Montenegro,Good,32
6299,2022-08-28,Myanmar,Good,29
6300,2022-08-28,Nepal,Good,38
6301,2022-08-28,Netherlands,Good,31
6303,2022-08-28,New Zealand,Good,28
6304,2022-08-28,Nigeria,Unhealthy for Sensitive Groups,105
6305,2022-08-28,Norway,Good,20
6306,2022-08-28,Pakistan,Moderate,91
6307,2022-08-28,Palestinian Territory,Moderate,55
6308,2022-08-28,Peru,Moderate,88
6309,2022-08-28,Philippines,Moderate,83
6310,2022-08-28,Poland,Moderate,52
6311,2022-08-28,Portugal,Good,29
6314,2022-08-28,Reunion,Good,21
6315,2022-08-28,Romania,Moderate,94
6316,2022-08-28,Russia,Unhealthy,168
6317,2022-08-28,San Marino,Good,46
6319,2022-08-28,Serbia,Moderate,79
6320,2022-08-28,Singapore,Moderate,57
6321,2022-08-28,Slovakia,Moderate,56
6322,2022-08-28,Slovenia,Good,42
6323,2022-08-28,South Africa,Moderate,83
6324,2022-08-28,South Korea,Moderate,72
6325,2022-08-28,Spain,Moderate,62
6326,2022-08-28,Sri Lanka,Moderate,60
6328,2022-08-28,Sweden,Good,16
6329,2022-08-28,Switzerland,Good,42
6330,2022-08-28,Taiwan,Moderate,66
6331,2022-08-28,Tajikistan,Moderate,67
6332,2022-08-28,Thailand,Unhealthy for Sensitive Groups,120
6334,2022-08-28,Trinidad and Tobago,Good,18
6335,2022-08-28,Turkey,Moderate,87
6337,2022-08-28,Uganda,Unhealthy for Sensitive Groups,118
6338,2022-08-28,Ukraine,Moderate,99
6339,2022-08-28,United Arab Emirates,Moderate,97
6340,2022-08-28,United Kingdom of Great Britain and Northern Ireland,Moderate,51
6341,2022-08-28,United States of America,Moderate,95
6343,2022-08-28,Vatican,Good,42
6345,2022-08-28,Vietnam,Moderate,70
6349,2022-08-29,Andorra,Good,31
6351,2022-08-29,Argentina,Good,28
6352,2022-08-29,Armenia,Moderate,51
6353,2022-08-29,Australia,Good,47
6354,2022-08-29,Austria,Good,26
6355,2022-08-29,Azerbaijan,Good,44
6357,2022-08-29,Bangladesh,Unhealthy for Sensitive Groups,141
6358,2022-08-29,Belarus,Moderate,67
6359,2022-08-29,Belgium,Good,28
6363,2022-08-29,Bosnia and Herzegovina,Moderate,60
6364,2022-08-29,Brazil,Moderate,70
6365,2022-08-29,Brunei,Good,10
6366,2022-08-29,Bulgaria,Good,44
6369,2022-08-29,Canada,Moderate,61
6370,2022-08-29,Cape Verde,Good,29
6374,2022-08-29,Chile,Unhealthy for Sensitive Groups,139
6375,2022-08-29,China,Unhealthy,155
6376,2022-08-29,Colombia,Moderate,60
6378,2022-08-29,Croatia,Good,23
6379,2022-08-29,Cyprus,Good,47
6380,2022-08-29,Czech Republic,Good,50
6381,2022-08-29,Denmark,Good,15
6382,2022-08-29,Dominican Republic,Good,14
6383,2022-08-29,Ecuador,Moderate,74
6386,2022-08-29,Estonia,Good,26
6387,2022-08-29,Ethiopia,Unhealthy,168
6388,2022-08-29,Finland,Good,14
6389,2022-08-29,France,Moderate,56
6390,2022-08-29,French Guiana,Good,26
6393,2022-08-29,Georgia,Moderate,66
6394,2022-08-29,Germany,Moderate,53
6395,2022-08-29,Ghana,Moderate,56
6397,2022-08-29,Greece,Moderate,53
6399,2022-08-29,Guadeloupe,Good,48
6401,2022-08-29,Guatemala,Good,49
6403,2022-08-29,Hong Kong,Moderate,51
6405,2022-08-29,Iceland,Moderate,61
6406,2022-08-29,India,Unhealthy,179
6407,2022-08-29,Indonesia,Moderate,93
6410,2022-08-29,Ireland,Good,40
6411,2022-08-29,Israel,Moderate,77
6412,2022-08-29,Italy,Moderate,60
6414,2022-08-29,Japan,Moderate,85
6416,2022-08-29,Jordan,Good,45
6417,2022-08-29,Kazakhstan,Unhealthy for Sensitive Groups,122
6418,2022-08-29,Kenya,Moderate,73
6420,2022-08-29,Kuwait,Unhealthy for Sensitive Groups,149
6421,2022-08-29,Kyrgyzstan,Moderate,65
6422,2022-08-29,Laos,Moderate,57
6423,2022-08-29,Latvia,Good,50
6426,2022-08-29,Liechtenstein,Good,41
6427,2022-08-29,Lithuania,Good,31
6429,2022-08-29,Macao,Good,46
6430,2022-08-29,Macedonia,Moderate,54
6431,2022-08-29,Madagascar,Moderate,92
6432,2022-08-29,Malaysia,Moderate,54
6433,2022-08-29,Malta,Good,39
6434,2022-08-29,Martinique,Moderate,54
6435,2022-08-29,Mexico,Moderate,81
6436,2022-08-29,Moldova,Good,20
6437,2022-08-29,Monaco,Good,28
6438,2022-08-29,Mongolia,Moderate,52
6439,2022-08-29,Montenegro,Good,39
6440,2022-08-29,Myanmar,Moderate,64
6441,2022-08-29,Nepal,Moderate,65
6442,2022-08-29,Netherlands,Good,36
6444,2022-08-29,New Zealand,Good,37
6445,2022-08-29,Nigeria,Unhealthy for Sensitive Groups,105
6446,2022-08-29,Norway,Good,24
6447,2022-08-29,Pakistan,Moderate,91
6448,2022-08-29,Palestinian Territory,Moderate,54
6449,2022-08-29,Peru,Unhealthy for Sensitive Groups,106
6450,2022-08-29,Philippines,Moderate,83
6451,2022-08-29,Poland,Good,39
6452,2022-08-29,Portugal,Good,27
6455,2022-08-29,Reunion,Good,21
6456,2022-08-29,Romania,Unhealthy for Sensitive Groups,106
6457,2022-08-29,Russia,Unhealthy for Sensitive Groups,146
6458,2022-08-29,San Marino,Good,47
6460,2022-08-29,Serbia,Moderate,60
6461,2022-08-29,Singapore,Good,40
6462,2022-08-29,Slovakia,Moderate,54
6463,2022-08-29,Slovenia,Good,28
6464,2022-08-29,South Africa,Moderate,83
6465,2022-08-29,South Korea,Moderate,63
6466,2022-08-29,Spain,Unhealthy for Sensitive Groups,106
6467,2022-08-29,Sri Lanka,Good,47
6469,2022-08-29,Sweden,Good,14
6470,2022-08-29,Switzerland,Good,46
6471,2022-08-29,Taiwan,Moderate,64
6472,2022-08-29,Tajikistan,Moderate,90
6473,2022-08-29,Thailand,Moderate,100
6475,2022-08-29,Trinidad and Tobago,Good,23
6476,2022-08-29,Turkey,Moderate,96
6478,2022-08-29,Uganda,Moderate,97
6479,2022-08-29,Ukraine,Moderate,67
6480,2022-08-29,United Arab Emirates,Moderate,95
6481,2022-08-29,United Kingdom of Great Britain and Northern Ireland,Good,44
6482,2022-08-29,United States of America,Moderate,79
6484,2022-08-29,Vatican,Good,31
6486,2022-08-29,Vietnam,Moderate,69
6490,2022-08-30,Andorra,Good,23
6492,2022-08-30,Argentina,Good,19
6493,2022-08-30,Armenia,Moderate,51
6494,2022-08-30,Australia,Good,48
6495,2022-08-30,Austria,Good,27
6496,2022-08-30,Azerbaijan,Good,24
6498,2022-08-30,Bangladesh,Unhealthy for Sensitive Groups,141
6499,2022-08-30,Belarus,Good,16
6500,2022-08-30,Belgium,Good,43
6504,2022-08-30,Bosnia and Herzegovina,Moderate,71
6505,2022-08-30,Brazil,Moderate,56
6506,2022-08-30,Brunei,Good,10
6507,2022-08-30,Bulgaria,Good,40
6510,2022-08-30,Canada,Moderate,53
6511,2022-08-30,Cape Verde,Good,24
6514,2022-08-30,Chile,Unhealthy for Sensitive Groups,109
6515,2022-08-30,China,Unhealthy,158
6516,2022-08-30,Colombia,Moderate,67
6518,2022-08-30,Croatia,Good,26
6519,2022-08-30,Cyprus,Moderate,55
6520,2022-08-30,Czech Republic,Good,49
6521,2022-08-30,Denmark,Good,16
6522,2022-08-30,Dominican Republic,Good,17
6523,2022-08-30,Ecuador,Moderate,79
6526,2022-08-30,Estonia,Good,15
6527,2022-08-30,Ethiopia,Very Unhealthy,205
6528,2022-08-30,Finland,Good,18
6529,2022-08-30,France,Moderate,59
6530,2022-08-30,French Guiana,Good,26
6533,2022-08-30,Georgia,Moderate,65
6534,2022-08-30,Germany,Moderate,60
6535,2022-08-30,Ghana,Moderate,52
6537,2022-08-30,Greece,Moderate,59
6539,2022-08-30,Guadeloupe,Moderate,52
6541,2022-08-30,Guatemala,Moderate,61
6543,2022-08-30,Hong Kong,Moderate,63
6545,2022-08-30,Iceland,Good,18
6546,2022-08-30,India,Very Unhealthy,275
