Unnamed: 0.1,Unnamed: 0,Date,Country,Status,AQI Value
9644,13323,2024-06-13,Latvia,Good,11
9645,13325,2024-06-13,Liechtenstein,Good,16
9646,13326,2024-06-13,Lithuania,Good,39
9647,13328,2024-06-13,Macao,Good,50
9648,13329,2024-06-13,Macedonia,Good,45
9649,13330,2024-06-13,Madagascar,Moderate,95
9650,13331,2024-06-13,Malaysia,Moderate,84
9651,13332,2024-06-13,Malta,Good,41
9652,13333,2024-06-13,Martinique,Good,37
9653,13334,2024-06-13,Mexico,Moderate,97
9654,13335,2024-06-13,Moldova,Good,2
9655,13336,2024-06-13,Monaco,Good,27
9656,13337,2024-06-13,Mongolia,Moderate,61
9657,13338,2024-06-13,Montenegro,Good,25
9658,13339,2024-06-13,Myanmar,Good,35
9659,13340,2024-06-13,Nepal,Unhealthy for Sensitive Groups,116
9660,13341,2024-06-13,Netherlands,Good,46
9661,13343,2024-06-13,New Zealand,Good,37
9662,13344,2024-06-13,Nigeria,Moderate,86
9663,13345,2024-06-13,Norway,Good,21
9664,13346,2024-06-13,Pakistan,Moderate,92
9665,13347,2024-06-13,Palestinian Territory,Moderate,53
9666,13348,2024-06-13,Peru,Moderate,88
9667,13349,2024-06-13,Philippines,Unhealthy for Sensitive Groups,113
9668,13350,2024-06-13,Poland,Moderate,58
9669,13351,2024-06-13,Portugal,Good,28
9670,13353,2024-06-13,Reunion,Good,17
9671,13354,2024-06-13,Romania,Good,43
9672,13355,2024-06-13,Russia,Moderate,100
9673,13356,2024-06-13,San Marino,Good,42
9674,13358,2024-06-13,Serbia,Moderate,67
9675,13359,2024-06-13,Singapore,Moderate,58
9676,13360,2024-06-13,Slovakia,Good,28
9677,13361,2024-06-13,Slovenia,Good,13
9678,13362,2024-06-13,South Africa,Unhealthy for Sensitive Groups,150
9679,13363,2024-06-13,South Korea,Unhealthy for Sensitive Groups,113
9680,13364,2024-06-13,Spain,Moderate,60
9681,13365,2024-06-13,Sri Lanka,Good,31
9682,13366,2024-06-13,Sweden,Good,30
9683,13367,2024-06-13,Switzerland,Good,30
9684,13368,2024-06-13,Taiwan,Good,37
9685,13369,2024-06-13,Tajikistan,Moderate,61
9686,13370,2024-06-13,Thailand,Moderate,78
9687,13372,2024-06-13,Trinidad and Tobago,Good,39
9688,13373,2024-06-13,Turkey,Unhealthy for Sensitive Groups,118
9689,13375,2024-06-13,Uganda,Unhealthy,162
9690,13376,2024-06-13,Ukraine,Good,17
9691,13377,2024-06-13,United Arab Emirates,Unhealthy,152
9692,13378,2024-06-13,United Kingdom of Great Britain and Northern Ireland,Moderate,71
9693,13379,2024-06-13,United States of America,Unhealthy for Sensitive Groups,113
9694,13381,2024-06-13,Vatican,Good,38
9695,13383,2024-06-13,Vietnam,Moderate,52
9696,13387,2024-06-20,Andorra,Good,45
9697,13388,2024-06-20,Argentina,Good,50
9698,13389,2024-06-20,Armenia,Good,43
9699,13390,2024-06-20,Australia,Moderate,73
9700,13391,2024-06-20,Austria,Good,50
9701,13392,2024-06-20,Azerbaijan,Good,41
9702,13394,2024-06-20,Bangladesh,Moderate,97
9703,13395,2024-06-20,Belarus,Good,10
9704,13396,2024-06-20,Belgium,Good,47
9705,13400,2024-06-20,Bosnia and Herzegovina,Good,43
9706,13401,2024-06-20,Brazil,Unhealthy for Sensitive Groups,144
9707,13402,2024-06-20,Brunei,Good,12
9708,13403,2024-06-20,Bulgaria,Good,47
9709,13405,2024-06-20,Canada,Moderate,91
9710,13406,2024-06-20,Cape Verde,Very Unhealthy,278
9711,13409,2024-06-20,Chile,Unhealthy,157
9712,13410,2024-06-20,China,Unhealthy for Sensitive Groups,146
9713,13411,2024-06-20,Colombia,Moderate,63
9714,13413,2024-06-20,Croatia,Good,35
9715,13414,2024-06-20,Cyprus,Moderate,64
9716,13415,2024-06-20,Czech Republic,Moderate,52
9717,13416,2024-06-20,Denmark,Good,21
9718,13417,2024-06-20,Dominican Republic,Good,37
9719,13418,2024-06-20,Ecuador,Good,44
9720,13421,2024-06-20,Estonia,Good,19
9721,13422,2024-06-20,Ethiopia,Moderate,97
9722,13423,2024-06-20,Finland,Good,20
9723,13424,2024-06-20,France,Unhealthy for Sensitive Groups,128
9724,13425,2024-06-20,French Guiana,Good,13
9725,13426,2024-06-20,Georgia,Good,38
9726,13427,2024-06-20,Germany,Hazardous,382
9727,13428,2024-06-20,Ghana,Moderate,70
9728,13430,2024-06-20,Greece,Moderate,65
9729,13432,2024-06-20,Guadeloupe,Good,11
9730,13433,2024-06-20,Guatemala,Moderate,65
9731,13435,2024-06-20,Hong Kong,Good,29
9732,13437,2024-06-20,Iceland,Good,35
9733,13438,2024-06-20,India,Hazardous,517
9734,13439,2024-06-20,Indonesia,Unhealthy for Sensitive Groups,140
9735,13442,2024-06-20,Ireland,Good,25
9736,13443,2024-06-20,Israel,Moderate,63
9737,13444,2024-06-20,Italy,Moderate,100
9738,13445,2024-06-20,Japan,Moderate,86
9739,13447,2024-06-20,Jordan,Good,23
9740,13448,2024-06-20,Kazakhstan,Moderate,62
9741,13449,2024-06-20,Kenya,Moderate,75
9742,13451,2024-06-20,Kuwait,Unhealthy for Sensitive Groups,103
9743,13452,2024-06-20,Kyrgyzstan,Good,29
9744,13453,2024-06-20,Laos,Good,41
9745,13454,2024-06-20,Latvia,Good,15
9746,13456,2024-06-20,Liechtenstein,Good,40
9747,13457,2024-06-20,Lithuania,Good,31
9748,13459,2024-06-20,Macao,Good,28
9749,13460,2024-06-20,Macedonia,Moderate,55
9750,13461,2024-06-20,Madagascar,Moderate,57
9751,13462,2024-06-20,Malaysia,Moderate,65
9752,13463,2024-06-20,Malta,Moderate,74
9753,13464,2024-06-20,Martinique,Good,15
9754,13465,2024-06-20,Mexico,Unhealthy for Sensitive Groups,134
9755,13466,2024-06-20,Moldova,Good,1
9756,13467,2024-06-20,Monaco,Moderate,68
9757,13468,2024-06-20,Mongolia,Moderate,53
9758,13469,2024-06-20,Montenegro,Good,38
9759,13470,2024-06-20,Myanmar,Good,42
9760,13471,2024-06-20,Nepal,Moderate,68
9761,13472,2024-06-20,Netherlands,Good,35
9762,13474,2024-06-20,New Zealand,Good,18
9763,13475,2024-06-20,Nigeria,Moderate,79
9764,13476,2024-06-20,Norway,Good,19
9765,13477,2024-06-20,Pakistan,Moderate,90
9766,13478,2024-06-20,Palestinian Territory,Good,48
9767,13479,2024-06-20,Peru,Moderate,90
9768,13480,2024-06-20,Philippines,Moderate,58
9769,13481,2024-06-20,Poland,Moderate,54
9770,13482,2024-06-20,Portugal,Good,35
9771,13484,2024-06-20,Reunion,Good,7
9772,13485,2024-06-20,Romania,Moderate,56
9773,13486,2024-06-20,Russia,Moderate,69
9774,13487,2024-06-20,San Marino,Good,48
9775,13489,2024-06-20,Serbia,Moderate,64
9776,13490,2024-06-20,Singapore,Moderate,52
9777,13491,2024-06-20,Slovakia,Moderate,53
9778,13492,2024-06-20,Slovenia,Good,41
9779,13493,2024-06-20,South Africa,Unhealthy,152
9780,13494,2024-06-20,South Korea,Unhealthy for Sensitive Groups,106
9781,13495,2024-06-20,Spain,Moderate,60
9782,13496,2024-06-20,Sri Lanka,Good,28
9783,13497,2024-06-20,Sweden,Good,29
9784,13498,2024-06-20,Switzerland,Good,43
9785,13499,2024-06-20,Taiwan,Good,45
9786,13500,2024-06-20,Tajikistan,Moderate,64
9787,13501,2024-06-20,Thailand,Moderate,67
9788,13503,2024-06-20,Trinidad and Tobago,Good,25
9789,13504,2024-06-20,Turkey,Moderate,78
9790,13506,2024-06-20,Uganda,Unhealthy for Sensitive Groups,119
9791,13507,2024-06-20,Ukraine,Good,36
9792,13508,2024-06-20,United Arab Emirates,Unhealthy for Sensitive Groups,130
9793,13509,2024-06-20,United Kingdom of Great Britain and Northern Ireland,Moderate,92
9794,13510,2024-06-20,United States of America,Hazardous,359
9795,13512,2024-06-20,Vatican,Moderate,57
9796,13514,2024-06-20,Vietnam,Moderate,59
9797,13518,2024-06-27,Andorra,Good,43
9798,13519,2024-06-27,Argentina,Moderate,58
9799,13520,2024-06-27,Armenia,Good,18
9800,13521,2024-06-27,Australia,Moderate,52
9801,13522,2024-06-27,Austria,Moderate,56
9802,13523,2024-06-27,Azerbaijan,Good,19
9803,13525,2024-06-27,Bangladesh,Unhealthy for Sensitive Groups,102
9804,13526,2024-06-27,Belarus,Good,43
9805,13527,2024-06-27,Belgium,Unhealthy for Sensitive Groups,136
9806,13531,2024-06-27,Bosnia and Herzegovina,Good,44
9807,13532,2024-06-27,Brazil,Unhealthy for Sensitive Groups,120
9808,13533,2024-06-27,Brunei,Good,10
9809,13534,2024-06-27,Bulgaria,Good,31
9810,13537,2024-06-27,Canada,Moderate,52
9811,13538,2024-06-27,Cape Verde,Good,42
9812,13541,2024-06-27,Chile,Unhealthy,170
9813,13542,2024-06-27,China,Unhealthy for Sensitive Groups,136
9814,13543,2024-06-27,Colombia,Moderate,57
9815,13545,2024-06-27,Croatia,Good,38
9816,13546,2024-06-27,Cyprus,Moderate,73
9817,13547,2024-06-27,Czech Republic,Moderate,67
9818,13548,2024-06-27,Denmark,Good,36
9819,13549,2024-06-27,Dominican Republic,Good,47
9820,13550,2024-06-27,Ecuador,Good,43
9821,13553,2024-06-27,Estonia,Good,21
9822,13554,2024-06-27,Ethiopia,Moderate,99
9823,13555,2024-06-27,Finland,Good,44
9824,13556,2024-06-27,France,Moderate,89
9825,13557,2024-06-27,French Guiana,Good,9
9826,13558,2024-06-27,Georgia,Good,28
9827,13559,2024-06-27,Germany,Moderate,82
9828,13560,2024-06-27,Ghana,Moderate,89
9829,13562,2024-06-27,Greece,Moderate,55
9830,13564,2024-06-27,Guadeloupe,Good,15
9831,13565,2024-06-27,Guatemala,Moderate,51
9832,13567,2024-06-27,Hong Kong,Good,21
9833,13569,2024-06-27,Iceland,Good,15
9834,13570,2024-06-27,India,Very Unhealthy,278
9835,13571,2024-06-27,Indonesia,Unhealthy for Sensitive Groups,129
9836,13574,2024-06-27,Ireland,Good,21
9837,13575,2024-06-27,Israel,Moderate,59
9838,13576,2024-06-27,Italy,Moderate,71
9839,13577,2024-06-27,Japan,Moderate,95
9840,13579,2024-06-27,Jordan,Good,23
9841,13580,2024-06-27,Kazakhstan,Moderate,61
9842,13581,2024-06-27,Kenya,Moderate,94
9843,13583,2024-06-27,Kuwait,Moderate,69
9844,13584,2024-06-27,Kyrgyzstan,Good,19
9845,13585,2024-06-27,Laos,Good,17
9846,13586,2024-06-27,Latvia,Good,39
9847,13588,2024-06-27,Liechtenstein,Good,9
9848,13589,2024-06-27,Lithuania,Good,36
9849,13591,2024-06-27,Macao,Good,30
9850,13592,2024-06-27,Macedonia,Good,42
9851,13593,2024-06-27,Madagascar,Good,21
9852,13594,2024-06-27,Malaysia,Moderate,70
9853,13595,2024-06-27,Malta,Good,24
9854,13596,2024-06-27,Martinique,Good,48
9855,13597,2024-06-27,Mexico,Moderate,93
9856,13598,2024-06-27,Moldova,Good,2
9857,13599,2024-06-27,Monaco,Good,25
9858,13600,2024-06-27,Mongolia,Moderate,54
9859,13601,2024-06-27,Montenegro,Good,28
9860,13602,2024-06-27,Myanmar,Good,32
9861,13603,2024-06-27,Nepal,Moderate,66
9862,13604,2024-06-27,Netherlands,Unhealthy for Sensitive Groups,124
9863,13606,2024-06-27,New Zealand,Good,22
9864,13607,2024-06-27,Nigeria,Moderate,76
9865,13608,2024-06-27,Norway,Good,34
9866,13609,2024-06-27,Pakistan,Unhealthy for Sensitive Groups,105
9867,13610,2024-06-27,Palestinian Territory,Moderate,65
9868,13611,2024-06-27,Peru,Unhealthy for Sensitive Groups,104
9869,13612,2024-06-27,Philippines,Good,21
9870,13613,2024-06-27,Poland,Moderate,67
9871,13614,2024-06-27,Portugal,Good,34
9872,13616,2024-06-27,Reunion,Good,10
9873,13617,2024-06-27,Romania,Good,30
9874,13618,2024-06-27,Russia,Good,49
9875,13619,2024-06-27,San Marino,Good,41
9876,13621,2024-06-27,Serbia,Good,48
9877,13622,2024-06-27,Singapore,Moderate,55
9878,13623,2024-06-27,Slovakia,Moderate,58
9879,13624,2024-06-27,Slovenia,Good,21
9880,13625,2024-06-27,South Africa,Unhealthy for Sensitive Groups,118
9881,13626,2024-06-27,South Korea,Moderate,88
9882,13627,2024-06-27,Spain,Moderate,67
9883,13628,2024-06-27,Sri Lanka,Moderate,85
9884,13629,2024-06-27,Sweden,Good,46
9885,13630,2024-06-27,Switzerland,Good,31
9886,13631,2024-06-27,Taiwan,Good,38
9887,13632,2024-06-27,Tajikistan,Moderate,78
9888,13633,2024-06-27,Thailand,Moderate,92
9889,13634,2024-06-27,Trinidad and Tobago,Good,37
9890,13635,2024-06-27,Turkey,Moderate,78
9891,13637,2024-06-27,Uganda,Unhealthy for Sensitive Groups,134
9892,13638,2024-06-27,Ukraine,Good,36
9893,13639,2024-06-27,United Arab Emirates,Unhealthy for Sensitive Groups,116
9894,13640,2024-06-27,United Kingdom of Great Britain and Northern Ireland,Unhealthy for Sensitive Groups,147
9895,13641,2024-06-27,United States of America,Unhealthy for Sensitive Groups,111
9896,13643,2024-06-27,Vatican,Good,21
9897,13645,2024-06-27,Vietnam,Moderate,67
9898,13649,2024-07-04,Andorra,Good,9
9899,13650,2024-07-04,Argentina,Moderate,69
9900,13651,2024-07-04,Armenia,Good,43
9901,13652,2024-07-04,Australia,Unhealthy for Sensitive Groups,108
9902,13653,2024-07-04,Austria,Good,15
9903,13654,2024-07-04,Azerbaijan,Moderate,55
9904,13656,2024-07-04,Bangladesh,Unhealthy for Sensitive Groups,103
9905,13657,2024-07-04,Belarus,Good,12
9906,13658,2024-07-04,Belgium,Good,46
9907,13662,2024-07-04,Bosnia and Herzegovina,Good,27
9908,13663,2024-07-04,Brazil,Unhealthy for Sensitive Groups,135
9909,13664,2024-07-04,Brunei,Good,10
9910,13665,2024-07-04,Bulgaria,Good,35
9911,13668,2024-07-04,Canada,Moderate,73
9912,13669,2024-07-04,Cape Verde,Good,46
9913,13671,2024-07-04,Chile,Very Unhealthy,222
9914,13672,2024-07-04,China,Unhealthy for Sensitive Groups,150
9915,13673,2024-07-04,Colombia,Moderate,56
9916,13675,2024-07-04,Croatia,Good,33
9917,13676,2024-07-04,Cyprus,Good,46
9918,13677,2024-07-04,Czech Republic,Good,44
9919,13678,2024-07-04,Denmark,Good,10
9920,13679,2024-07-04,Dominican Republic,Good,36
9921,13680,2024-07-04,Ecuador,Good,35
9922,13683,2024-07-04,Estonia,Good,13
9923,13684,2024-07-04,Ethiopia,Moderate,91
9924,13685,2024-07-04,Finland,Good,23
9925,13686,2024-07-04,France,Good,41
9926,13687,2024-07-04,French Guiana,Good,13
9927,13688,2024-07-04,Georgia,Moderate,52
9928,13689,2024-07-04,Germany,Moderate,66
9929,13690,2024-07-04,Ghana,Moderate,91
9930,13692,2024-07-04,Greece,Moderate,55
9931,13694,2024-07-04,Guadeloupe,Good,19
9932,13695,2024-07-04,Guatemala,Good,48
9933,13697,2024-07-04,Hong Kong,Good,23
9934,13699,2024-07-04,Iceland,Good,20
9935,13700,2024-07-04,India,Hazardous,305
9936,13701,2024-07-04,Indonesia,Unhealthy for Sensitive Groups,140
9937,13704,2024-07-04,Ireland,Good,26
9938,13705,2024-07-04,Israel,Moderate,57
9939,13706,2024-07-04,Italy,Moderate,69
9940,13707,2024-07-04,Japan,Unhealthy for Sensitive Groups,103
9941,13708,2024-07-04,Jordan,Good,21
9942,13709,2024-07-04,Kazakhstan,Good,42
9943,13710,2024-07-04,Kenya,Moderate,74
9944,13712,2024-07-04,Kuwait,Moderate,89
9945,13713,2024-07-04,Kyrgyzstan,Moderate,65
9946,13714,2024-07-04,Laos,Good,29
9947,13715,2024-07-04,Latvia,Good,15
9948,13717,2024-07-04,Liechtenstein,Good,6
9949,13718,2024-07-04,Lithuania,Good,16
9950,13720,2024-07-04,Macao,Good,28
9951,13721,2024-07-04,Macedonia,Good,40
9952,13722,2024-07-04,Madagascar,Good,34
9953,13723,2024-07-04,Malaysia,Moderate,71
9954,13724,2024-07-04,Malta,Good,39
9955,13725,2024-07-04,Martinique,Moderate,51
9956,13726,2024-07-04,Mexico,Moderate,75
9957,13727,2024-07-04,Moldova,Good,2
9958,13728,2024-07-04,Monaco,Good,29
9959,13729,2024-07-04,Mongolia,Moderate,65
9960,13730,2024-07-04,Montenegro,Good,29
9961,13731,2024-07-04,Myanmar,Moderate,58
9962,13732,2024-07-04,Nepal,Good,34
9963,13733,2024-07-04,Netherlands,Moderate,59
9964,13735,2024-07-04,New Zealand,Good,21
9965,13736,2024-07-04,Nigeria,Moderate,69
9966,13737,2024-07-04,Norway,Good,16
9967,13738,2024-07-04,Pakistan,Moderate,67
9968,13739,2024-07-04,Palestinian Territory,Moderate,73
9969,13740,2024-07-04,Peru,Unhealthy for Sensitive Groups,117
9970,13741,2024-07-04,Philippines,Moderate,80
9971,13742,2024-07-04,Poland,Moderate,57
9972,13743,2024-07-04,Portugal,Good,35
9973,13745,2024-07-04,Reunion,Good,19
9974,13746,2024-07-04,Romania,Good,31
9975,13747,2024-07-04,Russia,Moderate,81
9976,13748,2024-07-04,San Marino,Good,42
9977,13750,2024-07-04,Serbia,Good,47
9978,13751,2024-07-04,Singapore,Good,25
9979,13752,2024-07-04,Slovakia,Good,41
9980,13753,2024-07-04,Slovenia,Good,17
9981,13754,2024-07-04,South Africa,Unhealthy for Sensitive Groups,123
9982,13755,2024-07-04,South Korea,Moderate,100
9983,13756,2024-07-04,Spain,Moderate,74
9984,13757,2024-07-04,Sri Lanka,Moderate,67
9985,13758,2024-07-04,Sweden,Good,28
9986,13759,2024-07-04,Switzerland,Good,18
9987,13760,2024-07-04,Taiwan,Good,43
9988,13761,2024-07-04,Tajikistan,Moderate,91
9989,13762,2024-07-04,Thailand,Moderate,77
9990,13764,2024-07-04,Trinidad and Tobago,Good,26
9991,13765,2024-07-04,Turkey,Moderate,81
9992,13767,2024-07-04,Uganda,Unhealthy,175
9993,13768,2024-07-04,Ukraine,Good,38
9994,13769,2024-07-04,United Arab Emirates,Very Unhealthy,208
9995,13770,2024-07-04,United Kingdom of Great Britain and Northern Ireland,Good,36
9996,13771,2024-07-04,United States of America,Unhealthy,161
9997,13773,2024-07-04,Vatican,Good,38
9998,13775,2024-07-04,Vietnam,Good,50
9999,13779,2024-07-11,Andorra,Good,33
10000,13780,2024-07-11,Argentina,Good,31
10001,13781,2024-07-11,Armenia,Good,49
10002,13782,2024-07-11,Australia,Good,36
10003,13783,2024-07-11,Austria,Moderate,60
10004,13784,2024-07-11,Azerbaijan,Good,31
10005,13786,2024-07-11,Bangladesh,Unhealthy for Sensitive Groups,111
10006,13787,2024-07-11,Belarus,Good,35
10007,13788,2024-07-11,Belgium,Good,30
10008,13792,2024-07-11,Bosnia and Herzegovina,Moderate,56
10009,13793,2024-07-11,Brazil,Unhealthy for Sensitive Groups,108
10010,13794,2024-07-11,Brunei,Good,10
10011,13795,2024-07-11,Bulgaria,Good,44
10012,13796,2024-07-11,Canada,Moderate,78
10013,13797,2024-07-11,Cape Verde,Very Unhealthy,276
10014,13799,2024-07-11,Chile,Unhealthy,189
10015,13800,2024-07-11,China,Unhealthy,166
10016,13801,2024-07-11,Colombia,Good,48
10017,13803,2024-07-11,Croatia,Moderate,70
10018,13804,2024-07-11,Cyprus,Moderate,72
10019,13805,2024-07-11,Czech Republic,Moderate,79
10020,13806,2024-07-11,Denmark,Good,20
10021,13807,2024-07-11,Dominican Republic,Good,21
10022,13808,2024-07-11,Ecuador,Good,24
10023,13811,2024-07-11,Estonia,Good,17
10024,13812,2024-07-11,Ethiopia,Moderate,99
10025,13813,2024-07-11,Finland,Good,26
10026,13814,2024-07-11,France,Moderate,55
10027,13815,2024-07-11,French Guiana,Good,12
10028,13816,2024-07-11,Georgia,Moderate,54
10029,13817,2024-07-11,Germany,Hazardous,342
10030,13818,2024-07-11,Ghana,Unhealthy for Sensitive Groups,101
10031,13820,2024-07-11,Greece,Moderate,74
10032,13822,2024-07-11,Guadeloupe,Good,35
10033,13823,2024-07-11,Guatemala,Moderate,52
10034,13825,2024-07-11,Hong Kong,Good,17
10035,13827,2024-07-11,Iceland,Good,16
10036,13828,2024-07-11,India,Unhealthy,187
10037,13829,2024-07-11,Indonesia,Unhealthy for Sensitive Groups,140
10038,13832,2024-07-11,Ireland,Good,19
10039,13833,2024-07-11,Israel,Moderate,77
10040,13834,2024-07-11,Italy,Unhealthy for Sensitive Groups,102
10041,13835,2024-07-11,Japan,Moderate,67
10042,13836,2024-07-11,Jordan,Good,22
10043,13837,2024-07-11,Kazakhstan,Good,42
10044,13838,2024-07-11,Kenya,Unhealthy for Sensitive Groups,133
10045,13840,2024-07-11,Kuwait,Unhealthy for Sensitive Groups,108
10046,13841,2024-07-11,Kyrgyzstan,Very Unhealthy,256
10047,13842,2024-07-11,Laos,Good,32
10048,13843,2024-07-11,Latvia,Good,18
10049,13845,2024-07-11,Liechtenstein,Good,12
10050,13846,2024-07-11,Lithuania,Good,31
10051,13848,2024-07-11,Macao,Good,17
10052,13849,2024-07-11,Macedonia,Moderate,53
10053,13850,2024-07-11,Madagascar,Moderate,61
10054,13851,2024-07-11,Malaysia,Moderate,63
10055,13852,2024-07-11,Malta,Moderate,72
10056,13853,2024-07-11,Martinique,Good,33
10057,13854,2024-07-11,Mexico,Moderate,100
10058,13855,2024-07-11,Moldova,Good,12
10059,13856,2024-07-11,Monaco,Good,35
10060,13857,2024-07-11,Mongolia,Moderate,58
10061,13858,2024-07-11,Montenegro,Good,45
10062,13859,2024-07-11,Myanmar,Good,39
10063,13860,2024-07-11,Nepal,Moderate,67
10064,13861,2024-07-11,Netherlands,Good,32
10065,13863,2024-07-11,New Zealand,Good,26
10066,13864,2024-07-11,Nigeria,Moderate,74
10067,13865,2024-07-11,Norway,Good,18
10068,13866,2024-07-11,Pakistan,Moderate,90
10069,13867,2024-07-11,Palestinian Territory,Moderate,74
10070,13868,2024-07-11,Peru,Unhealthy for Sensitive Groups,102
10071,13869,2024-07-11,Philippines,Moderate,72
10072,13870,2024-07-11,Poland,Moderate,99
10073,13871,2024-07-11,Portugal,Good,14
10074,13873,2024-07-11,Reunion,Good,16
10075,13874,2024-07-11,Romania,Moderate,54
10076,13875,2024-07-11,Russia,Moderate,66
10077,13876,2024-07-11,San Marino,Moderate,60
10078,13878,2024-07-11,Serbia,Moderate,67
10079,13879,2024-07-11,Singapore,Moderate,55
10080,13880,2024-07-11,Slovakia,Moderate,63
10081,13881,2024-07-11,Slovenia,Moderate,71
10082,13882,2024-07-11,South Africa,Unhealthy for Sensitive Groups,136
10083,13883,2024-07-11,South Korea,Unhealthy for Sensitive Groups,113
10084,13884,2024-07-11,Spain,Moderate,78
10085,13885,2024-07-11,Sri Lanka,Good,40
10086,13886,2024-07-11,Sweden,Good,46
10087,13887,2024-07-11,Switzerland,Good,40
10088,13888,2024-07-11,Taiwan,Good,37
10089,13889,2024-07-11,Tajikistan,Moderate,74
10090,13890,2024-07-11,Thailand,Moderate,78
10091,13892,2024-07-11,Trinidad and Tobago,Good,31
10092,13893,2024-07-11,Turkey,Moderate,96
10093,13895,2024-07-11,Uganda,Moderate,84
10094,13896,2024-07-11,Ukraine,Good,49
10095,13897,2024-07-11,United Arab Emirates,Unhealthy,159
10096,13898,2024-07-11,United Kingdom of Great Britain and Northern Ireland,Moderate,70
10097,13899,2024-07-11,United States of America,Hazardous,303
10098,13901,2024-07-11,Vatican,Good,46
10099,13903,2024-07-11,Vietnam,Moderate,57
10100,13907,2024-07-18,Andorra,Good,48
10101,13908,2024-07-18,Argentina,Moderate,54
10102,13909,2024-07-18,Armenia,Good,39
10103,13910,2024-07-18,Australia,Good,38
10104,13911,2024-07-18,Austria,Good,27
10105,13912,2024-07-18,Azerbaijan,Good,49
10106,13914,2024-07-18,Bangladesh,Unhealthy for Sensitive Groups,116
10107,13915,2024-07-18,Belarus,Good,20
10108,13916,2024-07-18,Belgium,Moderate,80
10109,13920,2024-07-18,Bosnia and Herzegovina,Moderate,54
10110,13921,2024-07-18,Brazil,Unhealthy,152
10111,13922,2024-07-18,Brunei,Good,18
10112,13923,2024-07-18,Bulgaria,Moderate,52
10113,13925,2024-07-18,Canada,Moderate,70
10114,13926,2024-07-18,Cape Verde,Moderate,54
10115,13928,2024-07-18,Chile,Very Unhealthy,213
10116,13929,2024-07-18,China,Unhealthy for Sensitive Groups,134
10117,13930,2024-07-18,Colombia,Moderate,55
10118,13932,2024-07-18,Croatia,Good,30
10119,13933,2024-07-18,Cyprus,Moderate,68
10120,13934,2024-07-18,Czech Republic,Good,48
10121,13935,2024-07-18,Denmark,Good,14
10122,13936,2024-07-18,Dominican Republic,Good,25
10123,13937,2024-07-18,Ecuador,Good,36
10124,13940,2024-07-18,Estonia,Good,28
10125,13941,2024-07-18,Ethiopia,Unhealthy,153
10126,13942,2024-07-18,Finland,Good,31
10127,13943,2024-07-18,France,Moderate,51
10128,13944,2024-07-18,French Guiana,Good,10
10129,13945,2024-07-18,Georgia,Moderate,51
10130,13946,2024-07-18,Germany,Moderate,66
10131,13947,2024-07-18,Ghana,Moderate,73
