,Unnamed: 0,Date,Country,Status,AQI Value
2261,3167,2022-08-07,Ireland,Good,23
2262,3168,2022-08-07,Israel,Moderate,72
2263,3169,2022-08-07,Italy,Moderate,96
2264,3171,2022-08-07,Japan,Moderate,69
2265,3173,2022-08-07,Jordan,Good,28
2266,3174,2022-08-07,Kazakhstan,Unhealthy for Sensitive Groups,121
2267,3175,2022-08-07,Kenya,Moderate,72
2268,3177,2022-08-07,Kuwait,Unhealthy for Sensitive Groups,147
2269,3178,2022-08-07,Kyrgyzstan,Moderate,51
2270,3179,2022-08-07,Laos,Good,24
2271,3180,2022-08-07,Latvia,Good,12
2272,3183,2022-08-07,Liechtenstein,Good,23
2273,3184,2022-08-07,Lithuania,Good,31
2274,3186,2022-08-07,Macao,Good,25
2275,3187,2022-08-07,Macedonia,Moderate,59
2276,3188,2022-08-07,Madagascar,Good,32
2277,3189,2022-08-07,Malaysia,Moderate,65
2278,3190,2022-08-07,Malta,Good,48
2279,3191,2022-08-07,Martinique,Good,19
2280,3192,2022-08-07,Mexico,Moderate,81
2281,3193,2022-08-07,Moldova,Good,18
2282,3194,2022-08-07,Monaco,Good,27
2283,3195,2022-08-07,Mongolia,Moderate,54
2284,3196,2022-08-07,Montenegro,Good,48
2285,3197,2022-08-07,Myanmar,Good,17
2286,3198,2022-08-07,Nepal,Good,43
2287,3199,2022-08-07,Netherlands,Good,44
2288,3201,2022-08-07,New Zealand,Good,19
2289,3202,2022-08-07,Nigeria,Unhealthy for Sensitive Groups,105
2290,3203,2022-08-07,Norway,Good,18
2291,3204,2022-08-07,Pakistan,Moderate,91
2292,3205,2022-08-07,Palestinian Territory,Good,48
2293,3206,2022-08-07,Peru,Moderate,84
2294,3207,2022-08-07,Philippines,Moderate,83
2295,3208,2022-08-07,Poland,Good,30
2296,3209,2022-08-07,Portugal,Good,34
2297,3212,2022-08-07,Reunion,Good,16
2298,3213,2022-08-07,Romania,Moderate,66
2299,3214,2022-08-07,Russia,Unhealthy for Sensitive Groups,149
2300,3215,2022-08-07,San Marino,Moderate,68
2301,3217,2022-08-07,Serbia,Moderate,61
2302,3218,2022-08-07,Singapore,Moderate,57
2303,3219,2022-08-07,Slovakia,Good,34
2304,3220,2022-08-07,Slovenia,Good,34
2305,3221,2022-08-07,South Africa,Moderate,83
2306,3222,2022-08-07,South Korea,Moderate,88
2307,3223,2022-08-07,Spain,Moderate,86
2308,3224,2022-08-07,Sri Lanka,Good,42
2309,3226,2022-08-07,Sweden,Good,21
2310,3227,2022-08-07,Switzerland,Good,32
2311,3228,2022-08-07,Taiwan,Moderate,54
2312,3229,2022-08-07,Tajikistan,Moderate,73
2313,3230,2022-08-07,Thailand,Unhealthy for Sensitive Groups,110
2314,3232,2022-08-07,Trinidad and Tobago,Good,43
2315,3233,2022-08-07,Turkey,Moderate,69
2316,3235,2022-08-07,Uganda,Unhealthy for Sensitive Groups,131
2317,3236,2022-08-07,Ukraine,Good,45
2318,3237,2022-08-07,United Arab Emirates,Unhealthy for Sensitive Groups,132
2319,3238,2022-08-07,United Kingdom of Great Britain and Northern Ireland,Good,42
2320,3239,2022-08-07,United States of America,Moderate,66
2321,3241,2022-08-07,Vatican,Good,38
2322,3243,2022-08-07,Vietnam,Unhealthy for Sensitive Groups,102
2323,3247,2022-08-08,Andorra,Good,41
2324,3249,2022-08-08,Argentina,Good,18
2325,3250,2022-08-08,Armenia,Good,36
2326,3251,2022-08-08,Australia,Moderate,63
2327,3252,2022-08-08,Austria,Good,19
2328,3253,2022-08-08,Azerbaijan,Good,10
2329,3255,2022-08-08,Bangladesh,Unhealthy for Sensitive Groups,141
2330,3256,2022-08-08,Belarus,Good,27
2331,3257,2022-08-08,Belgium,Good,26
2332,3261,2022-08-08,Bosnia and Herzegovina,Moderate,77
2333,3262,2022-08-08,Brazil,Moderate,53
2334,3263,2022-08-08,Brunei,Good,11
2335,3264,2022-08-08,Bulgaria,Good,32
2336,3267,2022-08-08,Canada,Good,48
2337,3268,2022-08-08,Cape Verde,Good,36
2338,3272,2022-08-08,Chile,Moderate,72
2339,3273,2022-08-08,China,Unhealthy for Sensitive Groups,119
2340,3274,2022-08-08,Colombia,Moderate,54
2341,3276,2022-08-08,Croatia,Good,34
2342,3277,2022-08-08,Cyprus,Moderate,60
2343,3278,2022-08-08,Czech Republic,Good,45
2344,3279,2022-08-08,Denmark,Good,15
2345,3280,2022-08-08,Dominican Republic,Moderate,52
2346,3281,2022-08-08,Ecuador,Moderate,53
2347,3284,2022-08-08,Estonia,Good,17
2348,3285,2022-08-08,Ethiopia,Unhealthy for Sensitive Groups,104
2349,3286,2022-08-08,Finland,Good,23
2350,3287,2022-08-08,France,Moderate,59
2351,3288,2022-08-08,French Guiana,Good,15
2352,3291,2022-08-08,Georgia,Moderate,60
2353,3292,2022-08-08,Germany,Moderate,54
2354,3293,2022-08-08,Ghana,Moderate,91
2355,3295,2022-08-08,Greece,Good,46
2356,3297,2022-08-08,Guadeloupe,Good,31
2357,3299,2022-08-08,Guatemala,Good,18
2358,3301,2022-08-08,Hong Kong,Good,18
2359,3303,2022-08-08,Iceland,Good,10
2360,3304,2022-08-08,India,Hazardous,380
2361,3305,2022-08-08,Indonesia,Moderate,93
2362,3308,2022-08-08,Ireland,Good,23
2363,3309,2022-08-08,Israel,Moderate,69
2364,3310,2022-08-08,Italy,Moderate,77
2365,3312,2022-08-08,Japan,Moderate,75
2366,3314,2022-08-08,Jordan,Good,23
2367,3315,2022-08-08,Kazakhstan,Moderate,92
2368,3316,2022-08-08,Kenya,Moderate,79
2369,3318,2022-08-08,Kuwait,Unhealthy,160
2370,3319,2022-08-08,Kyrgyzstan,Moderate,62
2371,3320,2022-08-08,Laos,Good,19
2372,3321,2022-08-08,Latvia,Good,19
2373,3324,2022-08-08,Liechtenstein,Good,44
2374,3325,2022-08-08,Lithuania,Good,38
2375,3327,2022-08-08,Macao,Good,21
2376,3328,2022-08-08,Macedonia,Good,35
2377,3329,2022-08-08,Madagascar,Moderate,79
2378,3330,2022-08-08,Malaysia,Moderate,69
2379,3331,2022-08-08,Malta,Good,49
2380,3332,2022-08-08,Martinique,Good,21
2381,3333,2022-08-08,Mexico,Moderate,84
2382,3334,2022-08-08,Moldova,Good,15
2383,3335,2022-08-08,Monaco,Good,27
2384,3336,2022-08-08,Mongolia,Good,42
2385,3337,2022-08-08,Montenegro,Moderate,62
2386,3338,2022-08-08,Myanmar,Good,25
2387,3339,2022-08-08,Nepal,Good,30
2388,3340,2022-08-08,Netherlands,Good,33
2389,3342,2022-08-08,New Zealand,Good,15
2390,3343,2022-08-08,Nigeria,Unhealthy for Sensitive Groups,105
2391,3344,2022-08-08,Norway,Good,19
2392,3345,2022-08-08,Pakistan,Moderate,91
2393,3346,2022-08-08,Palestinian Territory,Good,46
2394,3347,2022-08-08,Peru,Unhealthy for Sensitive Groups,107
2395,3348,2022-08-08,Philippines,Moderate,83
2396,3349,2022-08-08,Poland,Good,38
2397,3350,2022-08-08,Portugal,Good,34
2398,3353,2022-08-08,Reunion,Good,15
2399,3354,2022-08-08,Romania,Moderate,64
2400,3355,2022-08-08,Russia,Unhealthy for Sensitive Groups,119
2401,3356,2022-08-08,San Marino,Good,46
2402,3358,2022-08-08,Serbia,Moderate,58
2403,3359,2022-08-08,Singapore,Moderate,63
2404,3360,2022-08-08,Slovakia,Good,45
2405,3361,2022-08-08,Slovenia,Good,34
2406,3362,2022-08-08,South Africa,Moderate,83
2407,3363,2022-08-08,South Korea,Moderate,53
2408,3364,2022-08-08,Spain,Moderate,81
2409,3365,2022-08-08,Sri Lanka,Good,22
2410,3367,2022-08-08,Sweden,Good,23
2411,3368,2022-08-08,Switzerland,Good,47
2412,3369,2022-08-08,Taiwan,Moderate,52
2413,3370,2022-08-08,Tajikistan,Moderate,80
2414,3371,2022-08-08,Thailand,Moderate,74
2415,3373,2022-08-08,Trinidad and Tobago,Good,41
2416,3374,2022-08-08,Turkey,Moderate,88
2417,3376,2022-08-08,Uganda,Unhealthy,169
2418,3377,2022-08-08,Ukraine,Moderate,65
2419,3378,2022-08-08,United Arab Emirates,Unhealthy for Sensitive Groups,120
2420,3379,2022-08-08,United Kingdom of Great Britain and Northern Ireland,Moderate,61
2421,3380,2022-08-08,United States of America,Moderate,77
2422,3382,2022-08-08,Vatican,Moderate,55
2423,3384,2022-08-08,Vietnam,Moderate,81
2424,3388,2022-08-09,Andorra,Good,28
2425,3390,2022-08-09,Argentina,Good,21
2426,3391,2022-08-09,Armenia,Good,44
2427,3392,2022-08-09,Australia,Moderate,62
2428,3393,2022-08-09,Austria,Good,21
2429,3394,2022-08-09,Azerbaijan,Good,11
2430,3396,2022-08-09,Bangladesh,Unhealthy for Sensitive Groups,141
2431,3397,2022-08-09,Belarus,Good,20
2432,3398,2022-08-09,Belgium,Good,29
2433,3402,2022-08-09,Bosnia and Herzegovina,Moderate,69
2434,3403,2022-08-09,Brazil,Moderate,72
2435,3404,2022-08-09,Brunei,Good,13
2436,3405,2022-08-09,Bulgaria,Good,29
2437,3408,2022-08-09,Canada,Moderate,53
2438,3409,2022-08-09,Cape Verde,Good,42
2439,3413,2022-08-09,Chile,Unhealthy for Sensitive Groups,126
2440,3414,2022-08-09,China,Unhealthy for Sensitive Groups,114
2441,3415,2022-08-09,Colombia,Moderate,58
2442,3417,2022-08-09,Croatia,Good,29
2443,3418,2022-08-09,Cyprus,Moderate,72
2444,3419,2022-08-09,Czech Republic,Moderate,53
2445,3420,2022-08-09,Denmark,Good,13
2446,3421,2022-08-09,Dominican Republic,Good,26
2447,3422,2022-08-09,Ecuador,Moderate,57
2448,3425,2022-08-09,Estonia,Good,19
2449,3426,2022-08-09,Ethiopia,Unhealthy for Sensitive Groups,108
2450,3427,2022-08-09,Finland,Good,22
2451,3428,2022-08-09,France,Moderate,66
2452,3429,2022-08-09,French Guiana,Good,16
2453,3432,2022-08-09,Georgia,Moderate,57
2454,3433,2022-08-09,Germany,Moderate,57
2455,3434,2022-08-09,Ghana,Moderate,83
2456,3436,2022-08-09,Greece,Good,41
2457,3438,2022-08-09,Guadeloupe,Good,22
2458,3440,2022-08-09,Guatemala,Good,23
2459,3442,2022-08-09,Hong Kong,Good,21
2460,3444,2022-08-09,Iceland,Good,10
2461,3445,2022-08-09,India,Unhealthy,156
2462,3446,2022-08-09,Indonesia,Moderate,93
2463,3449,2022-08-09,Ireland,Good,27
2464,3450,2022-08-09,Israel,Moderate,75
2465,3451,2022-08-09,Italy,Moderate,72
2466,3453,2022-08-09,Japan,Moderate,77
2467,3455,2022-08-09,Jordan,Good,27
2468,3456,2022-08-09,Kazakhstan,Unhealthy for Sensitive Groups,114
2469,3457,2022-08-09,Kenya,Moderate,72
2470,3459,2022-08-09,Kuwait,Very Unhealthy,273
2471,3460,2022-08-09,Kyrgyzstan,Moderate,57
2472,3461,2022-08-09,Laos,Good,19
2473,3462,2022-08-09,Latvia,Good,27
2474,3465,2022-08-09,Liechtenstein,Good,13
2475,3466,2022-08-09,Lithuania,Good,30
2476,3468,2022-08-09,Macao,Good,46
2477,3469,2022-08-09,Macedonia,Good,45
2478,3470,2022-08-09,Madagascar,Good,25
2479,3471,2022-08-09,Malaysia,Moderate,76
2480,3472,2022-08-09,Malta,Good,40
2481,3473,2022-08-09,Martinique,Good,30
2482,3474,2022-08-09,Mexico,Moderate,92
2483,3475,2022-08-09,Moldova,Good,14
2484,3476,2022-08-09,Monaco,Good,32
2485,3477,2022-08-09,Mongolia,Moderate,56
2486,3478,2022-08-09,Montenegro,Good,47
2487,3479,2022-08-09,Myanmar,Good,25
2488,3480,2022-08-09,Nepal,Good,38
2489,3481,2022-08-09,Netherlands,Good,44
2490,3483,2022-08-09,New Zealand,Good,19
2491,3484,2022-08-09,Nigeria,Unhealthy for Sensitive Groups,105
2492,3485,2022-08-09,Norway,Good,27
2493,3486,2022-08-09,Pakistan,Moderate,91
2494,3487,2022-08-09,Palestinian Territory,Moderate,56
2495,3488,2022-08-09,Peru,Moderate,96
2496,3489,2022-08-09,Philippines,Moderate,83
2497,3490,2022-08-09,Poland,Good,40
2498,3491,2022-08-09,Portugal,Good,34
2499,3494,2022-08-09,Reunion,Good,25
2500,3495,2022-08-09,Romania,Moderate,61
2501,3496,2022-08-09,Russia,Unhealthy for Sensitive Groups,117
2502,3497,2022-08-09,San Marino,Good,39
2503,3499,2022-08-09,Serbia,Moderate,83
2504,3500,2022-08-09,Singapore,Good,44
2505,3501,2022-08-09,Slovakia,Good,40
2506,3502,2022-08-09,Slovenia,Good,35
2507,3503,2022-08-09,South Africa,Moderate,83
2508,3504,2022-08-09,South Korea,Good,49
2509,3505,2022-08-09,Spain,Moderate,82
2510,3506,2022-08-09,Sri Lanka,Good,37
2511,3508,2022-08-09,Sweden,Good,20
2512,3509,2022-08-09,Switzerland,Good,48
2513,3510,2022-08-09,Taiwan,Moderate,67
2514,3511,2022-08-09,Tajikistan,Moderate,71
2515,3512,2022-08-09,Thailand,Moderate,96
2516,3514,2022-08-09,Trinidad and Tobago,Good,38
2517,3515,2022-08-09,Turkey,Moderate,81
2518,3517,2022-08-09,Uganda,Unhealthy,154
2519,3518,2022-08-09,Ukraine,Moderate,59
2520,3519,2022-08-09,United Arab Emirates,Moderate,99
2521,3520,2022-08-09,United Kingdom of Great Britain and Northern Ireland,Moderate,58
2522,3521,2022-08-09,United States of America,Moderate,95
2523,3523,2022-08-09,Vatican,Moderate,57
2524,3525,2022-08-09,Vietnam,Unhealthy for Sensitive Groups,105
2525,3529,2022-08-10,Andorra,Good,50
2526,3531,2022-08-10,Argentina,Good,29
2527,3532,2022-08-10,Armenia,Good,36
2528,3533,2022-08-10,Australia,Good,48
2529,3534,2022-08-10,Austria,Good,27
2530,3535,2022-08-10,Azerbaijan,Moderate,55
2531,3537,2022-08-10,Bangladesh,Unhealthy for Sensitive Groups,141
2532,3538,2022-08-10,Belarus,Good,32
2533,3539,2022-08-10,Belgium,Good,42
2534,3543,2022-08-10,Bosnia and Herzegovina,Moderate,62
2535,3544,2022-08-10,Brazil,Moderate,55
2536,3545,2022-08-10,Brunei,Good,14
2537,3546,2022-08-10,Bulgaria,Good,30
2538,3549,2022-08-10,Canada,Moderate,56
2539,3550,2022-08-10,Cape Verde,Good,40
2540,3554,2022-08-10,Chile,Moderate,85
2541,3555,2022-08-10,China,Unhealthy,155
2542,3556,2022-08-10,Colombia,Moderate,68
2543,3558,2022-08-10,Croatia,Good,32
2544,3559,2022-08-10,Cyprus,Moderate,70
2545,3560,2022-08-10,Czech Republic,Moderate,57
2546,3561,2022-08-10,Denmark,Good,15
2547,3562,2022-08-10,Dominican Republic,Good,13
2548,3563,2022-08-10,Ecuador,Moderate,60
2549,3566,2022-08-10,Estonia,Good,24
2550,3567,2022-08-10,Ethiopia,Unhealthy,156
2551,3568,2022-08-10,Finland,Good,25
2552,3569,2022-08-10,France,Moderate,76
2553,3570,2022-08-10,French Guiana,Good,16
2554,3573,2022-08-10,Georgia,Moderate,53
2555,3574,2022-08-10,Germany,Moderate,58
2556,3575,2022-08-10,Ghana,Moderate,84
2557,3577,2022-08-10,Greece,Good,50
2558,3579,2022-08-10,Guadeloupe,Good,14
2559,3581,2022-08-10,Guatemala,Good,27
2560,3583,2022-08-10,Hong Kong,Good,20
2561,3585,2022-08-10,Iceland,Good,15
2562,3586,2022-08-10,India,Unhealthy for Sensitive Groups,150
2563,3587,2022-08-10,Indonesia,Moderate,93
2564,3590,2022-08-10,Ireland,Good,29
2565,3591,2022-08-10,Israel,Moderate,74
2566,3592,2022-08-10,Italy,Moderate,72
2567,3594,2022-08-10,Japan,Moderate,75
2568,3596,2022-08-10,Jordan,Good,33
2569,3597,2022-08-10,Kazakhstan,Unhealthy for Sensitive Groups,113
2570,3598,2022-08-10,Kenya,Good,21
2571,3600,2022-08-10,Kuwait,Hazardous,407
2572,3601,2022-08-10,Kyrgyzstan,Moderate,59
2573,3602,2022-08-10,Laos,Good,26
2574,3603,2022-08-10,Latvia,Good,28
2575,3606,2022-08-10,Liechtenstein,Good,45
2576,3607,2022-08-10,Lithuania,Good,28
2577,3609,2022-08-10,Macao,Good,26
2578,3610,2022-08-10,Macedonia,Moderate,54
2579,3611,2022-08-10,Madagascar,Good,26
2580,3612,2022-08-10,Malaysia,Moderate,76
2581,3613,2022-08-10,Malta,Good,40
2582,3614,2022-08-10,Martinique,Good,29
2583,3615,2022-08-10,Mexico,Moderate,88
2584,3616,2022-08-10,Moldova,Good,8
2585,3617,2022-08-10,Monaco,Good,38
2586,3618,2022-08-10,Mongolia,Good,47
2587,3619,2022-08-10,Montenegro,Good,43
2588,3620,2022-08-10,Myanmar,Good,21
2589,3621,2022-08-10,Nepal,Good,50
2590,3622,2022-08-10,Netherlands,Moderate,53
2591,3624,2022-08-10,New Zealand,Good,23
2592,3625,2022-08-10,Nigeria,Unhealthy for Sensitive Groups,105
2593,3626,2022-08-10,Norway,Good,30
2594,3627,2022-08-10,Pakistan,Moderate,91
2595,3628,2022-08-10,Palestinian Territory,Moderate,56
2596,3629,2022-08-10,Peru,Moderate,99
2597,3630,2022-08-10,Philippines,Moderate,83
2598,3631,2022-08-10,Poland,Good,39
2599,3632,2022-08-10,Portugal,Good,30
2600,3635,2022-08-10,Reunion,Good,28
2601,3636,2022-08-10,Romania,Moderate,54
2602,3637,2022-08-10,Russia,Moderate,91
2603,3638,2022-08-10,San Marino,Good,42
2604,3640,2022-08-10,Serbia,Moderate,56
2605,3641,2022-08-10,Singapore,Good,42
2606,3642,2022-08-10,Slovakia,Good,41
2607,3643,2022-08-10,Slovenia,Good,33
2608,3644,2022-08-10,South Africa,Moderate,83
2609,3645,2022-08-10,South Korea,Moderate,66
2610,3646,2022-08-10,Spain,Moderate,87
2611,3647,2022-08-10,Sri Lanka,Good,38
2612,3649,2022-08-10,Sweden,Good,21
2613,3650,2022-08-10,Switzerland,Good,49
2614,3651,2022-08-10,Taiwan,Moderate,53
2615,3652,2022-08-10,Tajikistan,Moderate,73
2616,3653,2022-08-10,Thailand,Moderate,70
2617,3655,2022-08-10,Trinidad and Tobago,Good,38
2618,3656,2022-08-10,Turkey,Moderate,81
2619,3658,2022-08-10,Uganda,Unhealthy for Sensitive Groups,142
2620,3659,2022-08-10,Ukraine,Moderate,54
2621,3660,2022-08-10,United Arab Emirates,Moderate,100
2622,3661,2022-08-10,United Kingdom of Great Britain and Northern Ireland,Moderate,62
2623,3662,2022-08-10,United States of America,Moderate,84
2624,3664,2022-08-10,Vatican,Good,42
2625,3666,2022-08-10,Vietnam,Good,37
2626,3670,2022-08-11,Andorra,Good,47
2627,3672,2022-08-11,Argentina,Good,33
2628,3673,2022-08-11,Armenia,Moderate,53
2629,3674,2022-08-11,Australia,Good,43
2630,3675,2022-08-11,Austria,Good,21
2631,3676,2022-08-11,Azerbaijan,Moderate,69
2632,3678,2022-08-11,Bangladesh,Unhealthy for Sensitive Groups,141
2633,3679,2022-08-11,Belarus,Good,49
2634,3680,2022-08-11,Belgium,Good,49
2635,3684,2022-08-11,Bosnia and Herzegovina,Moderate,55
2636,3685,2022-08-11,Brazil,Good,49
2637,3686,2022-08-11,Brunei,Good,12
2638,3687,2022-08-11,Bulgaria,Good,31
2639,3690,2022-08-11,Canada,Moderate,58
2640,3691,2022-08-11,Cape Verde,Moderate,52
2641,3695,2022-08-11,Chile,Unhealthy for Sensitive Groups,122
2642,3696,2022-08-11,China,Unhealthy,167
2643,3697,2022-08-11,Colombia,Moderate,62
2644,3699,2022-08-11,Croatia,Good,28
2645,3700,2022-08-11,Cyprus,Moderate,63
2646,3701,2022-08-11,Czech Republic,Moderate,52
2647,3702,2022-08-11,Denmark,Good,15
2648,3703,2022-08-11,Dominican Republic,Good,20
2649,3704,2022-08-11,Ecuador,Moderate,73
2650,3707,2022-08-11,Estonia,Good,24
2651,3708,2022-08-11,Ethiopia,Moderate,70
2652,3709,2022-08-11,Finland,Good,26
2653,3710,2022-08-11,France,Moderate,76
2654,3711,2022-08-11,French Guiana,Good,13
2655,3714,2022-08-11,Georgia,Moderate,57
2656,3715,2022-08-11,Germany,Moderate,69
2657,3716,2022-08-11,Ghana,Moderate,100
2658,3718,2022-08-11,Greece,Good,43
2659,3720,2022-08-11,Guadeloupe,Good,40
2660,3722,2022-08-11,Guatemala,Good,33
2661,3724,2022-08-11,Hong Kong,Good,23
2662,3726,2022-08-11,Iceland,Good,15
2663,3727,2022-08-11,India,Unhealthy for Sensitive Groups,124
2664,3728,2022-08-11,Indonesia,Moderate,93
2665,3731,2022-08-11,Ireland,Good,32
2666,3732,2022-08-11,Israel,Moderate,71
2667,3733,2022-08-11,Italy,Moderate,69
2668,3735,2022-08-11,Japan,Moderate,67
2669,3737,2022-08-11,Jordan,Good,30
2670,3738,2022-08-11,Kazakhstan,Moderate,96
2671,3739,2022-08-11,Kenya,Good,30
2672,3741,2022-08-11,Kuwait,Hazardous,340
2673,3742,2022-08-11,Kyrgyzstan,Moderate,84
2674,3743,2022-08-11,Laos,Good,14
2675,3744,2022-08-11,Latvia,Good,18
2676,3747,2022-08-11,Liechtenstein,Moderate,53
2677,3748,2022-08-11,Lithuania,Good,35
2678,3750,2022-08-11,Macao,Good,20
2679,3751,2022-08-11,Macedonia,Good,42
2680,3752,2022-08-11,Madagascar,Good,23
2681,3753,2022-08-11,Malaysia,Moderate,83
2682,3754,2022-08-11,Malta,Good,43
2683,3755,2022-08-11,Martinique,Good,22
2684,3756,2022-08-11,Mexico,Moderate,84
2685,3757,2022-08-11,Moldova,Good,27
2686,3758,2022-08-11,Monaco,Good,29
2687,3759,2022-08-11,Mongolia,Moderate,65
2688,3760,2022-08-11,Montenegro,Good,40
2689,3761,2022-08-11,Myanmar,Good,29
2690,3762,2022-08-11,Nepal,Good,41
2691,3763,2022-08-11,Netherlands,Moderate,66
2692,3765,2022-08-11,New Zealand,Good,34
2693,3766,2022-08-11,Nigeria,Unhealthy for Sensitive Groups,105
2694,3767,2022-08-11,Norway,Good,39
2695,3768,2022-08-11,Pakistan,Moderate,91
2696,3769,2022-08-11,Palestinian Territory,Good,49
2697,3770,2022-08-11,Peru,Unhealthy for Sensitive Groups,107
2698,3771,2022-08-11,Philippines,Moderate,83
2699,3772,2022-08-11,Poland,Good,37
2700,3773,2022-08-11,Portugal,Good,36
2701,3776,2022-08-11,Reunion,Good,22
2702,3777,2022-08-11,Romania,Moderate,67
2703,3778,2022-08-11,Russia,Unhealthy for Sensitive Groups,130
2704,3779,2022-08-11,San Marino,Good,46
2705,3781,2022-08-11,Serbia,Moderate,51
2706,3782,2022-08-11,Singapore,Good,27
2707,3783,2022-08-11,Slovakia,Good,27
2708,3784,2022-08-11,Slovenia,Good,29
2709,3785,2022-08-11,South Africa,Moderate,83
2710,3786,2022-08-11,South Korea,Moderate,75
2711,3787,2022-08-11,Spain,Moderate,85
2712,3788,2022-08-11,Sri Lanka,Good,23
2713,3790,2022-08-11,Sweden,Good,21
2714,3791,2022-08-11,Switzerland,Moderate,54
2715,3792,2022-08-11,Taiwan,Good,50
2716,3793,2022-08-11,Tajikistan,Moderate,64
2717,3794,2022-08-11,Thailand,Unhealthy for Sensitive Groups,113
2718,3796,2022-08-11,Trinidad and Tobago,Good,34
2719,3797,2022-08-11,Turkey,Moderate,80
2720,3799,2022-08-11,Uganda,Unhealthy,157
2721,3800,2022-08-11,Ukraine,Moderate,74
2722,3801,2022-08-11,United Arab Emirates,Unhealthy for Sensitive Groups,136
2723,3802,2022-08-11,United Kingdom of Great Britain and Northern Ireland,Moderate,78
2724,3803,2022-08-11,United States of America,Moderate,72
2725,3805,2022-08-11,Vatican,Good,42
2726,3807,2022-08-11,Vietnam,Moderate,60
2727,3811,2022-08-12,Andorra,Moderate,54
2728,3813,2022-08-12,Argentina,Good,17
2729,3814,2022-08-12,Armenia,Moderate,58
2730,3815,2022-08-12,Australia,Good,48
2731,3816,2022-08-12,Austria,Good,21
2732,3817,2022-08-12,Azerbaijan,Moderate,52
2733,3819,2022-08-12,Bangladesh,Unhealthy for Sensitive Groups,141
2734,3820,2022-08-12,Belarus,Good,46
2735,3821,2022-08-12,Belgium,Good,45
2736,3825,2022-08-12,Bosnia and Herzegovina,Good,49
2737,3826,2022-08-12,Brazil,Good,47
2738,3827,2022-08-12,Brunei,Good,16
2739,3828,2022-08-12,Bulgaria,Good,33
2740,3831,2022-08-12,Canada,Moderate,55
2741,3832,2022-08-12,Cape Verde,Good,38
2742,3836,2022-08-12,Chile,Moderate,83
2743,3837,2022-08-12,China,Unhealthy,154
2744,3838,2022-08-12,Colombia,Moderate,79
2745,3840,2022-08-12,Croatia,Good,36
2746,3841,2022-08-12,Cyprus,Moderate,63
2747,3842,2022-08-12,Czech Republic,Moderate,52
2748,3843,2022-08-12,Denmark,Good,16
2749,3844,2022-08-12,Dominican Republic,Good,20
2750,3845,2022-08-12,Ecuador,Moderate,74
2751,3848,2022-08-12,Estonia,Good,27
2752,3849,2022-08-12,Ethiopia,Unhealthy,160
2753,3850,2022-08-12,Finland,Good,29
2754,3851,2022-08-12,France,Moderate,82
2755,3852,2022-08-12,French Guiana,Good,13
2756,3855,2022-08-12,Georgia,Moderate,66
2757,3856,2022-08-12,Germany,Moderate,58
2758,3857,2022-08-12,Ghana,Moderate,99
2759,3859,2022-08-12,Greece,Good,41
2760,3861,2022-08-12,Guadeloupe,Good,25
2761,3863,2022-08-12,Guatemala,Good,44
2762,3865,2022-08-12,Hong Kong,Good,31
2763,3867,2022-08-12,Iceland,Good,15
2764,3868,2022-08-12,India,Unhealthy,161
2765,3869,2022-08-12,Indonesia,Moderate,93
2766,3872,2022-08-12,Ireland,Good,32
2767,3873,2022-08-12,Israel,Moderate,73
2768,3874,2022-08-12,Italy,Moderate,68
2769,3876,2022-08-12,Japan,Moderate,65
2770,3878,2022-08-12,Jordan,Good,33
2771,3879,2022-08-12,Kazakhstan,Moderate,82
2772,3880,2022-08-12,Kenya,Good,25
2773,3882,2022-08-12,Kuwait,Unhealthy,174
2774,3883,2022-08-12,Kyrgyzstan,Moderate,72
2775,3884,2022-08-12,Laos,Good,19
2776,3885,2022-08-12,Latvia,Good,27
2777,3888,2022-08-12,Liechtenstein,Good,46
2778,3889,2022-08-12,Lithuania,Good,38
2779,3891,2022-08-12,Macao,Good,22
2780,3892,2022-08-12,Macedonia,Good,49
2781,3893,2022-08-12,Madagascar,Moderate,53
2782,3894,2022-08-12,Malaysia,Moderate,79
2783,3895,2022-08-12,Malta,Good,42
2784,3896,2022-08-12,Martinique,Moderate,54
2785,3897,2022-08-12,Mexico,Moderate,83
2786,3898,2022-08-12,Moldova,Good,46
2787,3899,2022-08-12,Monaco,Good,34
2788,3900,2022-08-12,Mongolia,Moderate,54
2789,3901,2022-08-12,Montenegro,Good,45
2790,3902,2022-08-12,Myanmar,Good,37
2791,3903,2022-08-12,Nepal,Moderate,69
2792,3904,2022-08-12,Netherlands,Moderate,74
2793,3906,2022-08-12,New Zealand,Moderate,54
2794,3907,2022-08-12,Nigeria,Unhealthy for Sensitive Groups,105
2795,3908,2022-08-12,Norway,Good,27
2796,3909,2022-08-12,Pakistan,Moderate,91
2797,3910,2022-08-12,Palestinian Territory,Good,45
2798,3911,2022-08-12,Peru,Moderate,98
2799,3912,2022-08-12,Philippines,Moderate,83
2800,3913,2022-08-12,Poland,Moderate,52
2801,3914,2022-08-12,Portugal,Good,32
2802,3917,2022-08-12,Reunion,Good,22
2803,3918,2022-08-12,Romania,Moderate,72
2804,3919,2022-08-12,Russia,Unhealthy for Sensitive Groups,106
2805,3920,2022-08-12,San Marino,Good,44
2806,3922,2022-08-12,Serbia,Moderate,54
2807,3923,2022-08-12,Singapore,Good,41
2808,3924,2022-08-12,Slovakia,Moderate,52
